Data_Medicao;Precipitacao_total_diario(AUT)(mm);Pressao_atmosferica_media_diario(AUT)(mB);Temperatura_ponto_orvalho_media_diario(AUT)(°C);Temperatura_maxima_diario(AUT)(°C);Temperatura_minima_diario(AUT)(°C);Umidade_relativa_do_ar_media_diario(AUT)(%);Vento_velocidade_media_diario(AUT)(m/s)
06/12/2021;0;925,4;14,6;27,2;19;66,6;1,9
07/12/2021;0,2;926,2;13,9;19,8;17,2;79,3;2,5
08/12/2021;5,4;926,2;12,6;21,4;14,9;74,5;2,6
09/12/2021;0;925,7;11,5;24;15,2;65,4;2
10/12/2021;0;923,9;11,2;27,7;14;60,5;1,7
11/12/2021;0;921;9,1;32,8;15;48,4;1,7
12/12/2021;0;920,2;12,7;33,7;19,7;49,8;1,7
13/12/2021;3,4;922,6;18;30;19,9;74,8;1
14/12/2021;33,2;922,7;19,8;28,1;20,6;82,8;1,3
15/12/2021;7,4;922;20,1;26,5;20,8;87,2;0,8
16/12/2021;34,8;921,7;19,5;30;20,5;79,1;1,4
17/12/2021;40;924;19,6;27;20,8;85,1;1,7
18/12/2021;0,8;926,3;16,3;25,8;19,1;74;2,6
19/12/2021;1;926,5;14,7;23,5;17,1;76,6;2,8
20/12/2021;0,2;924,5;13,8;29;16,3;65,3;2,6
21/12/2021;0;921,8;15;32,2;17,8;62,9;1,7
22/12/2021;0;920,3;16,4;31,1;20,5;63,4;1,8
23/12/2021;12,4;922,5;14,4;24,1;16,8;72;2,7
24/12/2021;3,4;922,7;13,7;22,6;16;74,2;2,3
25/12/2021;0;923,3;12,7;27,6;15,3;64,5;2,2
26/12/2021;0;922,2;12,2;31,8;16,3;55,5;1,8
27/12/2021;0;922,5;14,7;26,9;20;62,3;1,7
28/12/2021;4,6;924,3;15,8;27,7;18,7;71,2;1,4
29/12/2021;0,2;926,2;16,3;28,9;18,4;71,8;1,9
30/12/2021;0;923,7;16,9;23,5;19,1;78,5;2,1
31/12/2021;15,4;920;18;24,2;18,4;90,1;1,1
01/01/2022;21,6;920,8;17,8;26,9;18,1;82,8;1
02/01/2022;3,4;922,7;18,1;29;19,6;76,8;1,1
03/01/2022;2,8;922,4;18,9;29,3;20,2;81,1;1,1
04/01/2022;19,8;920;19,4;29;19,8;82,8;1,6
05/01/2022;15,6;918,7;18,6;26,8;20;76,4;2,7
06/01/2022;8,8;920;18,4;27,4;20,4;80,7;1,9
07/01/2022;2,4;923,1;16,8;22,8;18,8;83,1;2,3
08/01/2022;5;924;16,3;21,8;18,1;84,8;2,3
09/01/2022;1,6;925;15,7;20,8;16,9;88,4;1,8
10/01/2022;12,8;922,4;16,1;24,7;16,3;80,9;1,1
11/01/2022;0;922;17,3;25,1;18,7;82,7;0,8
12/01/2022;13,4;924,4;18,1;28,5;18,5;82,1;0,9
13/01/2022;12,8;927,9;18,9;30,1;19,6;81,4;1,4
14/01/2022;1,4;930,4;18,9;29,4;20;76;1,8
15/01/2022;0;929,6;18,8;28,8;22,1;71,3;1,5
16/01/2022;0;926,4;16,9;29,8;19,7;69,8;2,5
17/01/2022;13,4;925,2;17,5;29,6;18,8;68,5;1,9
18/01/2022;0;926,2;17,3;33,4;21;64,3;1,7
19/01/2022;38;928,3;16,9;33,7;19,3;67,5;1,6
20/01/2022;32,2;927,6;16,3;33;18,5;67,6;1,5
21/01/2022;24;926,1;17,4;31,6;18,6;69,2;1,4
22/01/2022;0;925,5;16,2;33,7;19,3;64,3;1,6
23/01/2022;0;924,6;18,6;33,8;21,6;68,7;1,9
24/01/2022;0;924,1;18,7;32,9;22,2;69;2,2
25/01/2022;0;923,7;18,1;31,8;21,7;67;2
26/01/2022;1,2;922,9;17,9;31,6;21,6;65,8;2,3
27/01/2022;25,4;922;16,9;31;21,2;61,2;2,8
28/01/2022;32,4;921,6;18,8;26,3;19,6;85,8;1,5
29/01/2022;20;921,5;18,1;23,1;19,2;86;1,3
30/01/2022;66,4;922,5;17,8;23,5;18,1;87,6;1,4
31/01/2022;4,2;922,3;17,9;23,3;18,6;83,4;2,2
01/02/2022;10;923,9;18,3;27;20,2;80,4;2,1
02/02/2022;11,8;926,3;18,3;25,7;19,6;80,4;1,3
03/02/2022;0,6;925,6;18,1;27,6;19,9;76,8;1,6
04/02/2022;0;924,1;18,2;28,2;21,1;73,8;1,7
05/02/2022;1,6;922,4;18,6;30,2;21;72,1;2,4
06/02/2022;0;922,5;18,5;28,5;21,6;73,3;2,5
07/02/2022;5;923,9;18,1;22,8;20,2;82,8;1,7
08/02/2022;4,4;924,3;16,3;26;18,9;74,4;2,2
09/02/2022;0;924,4;14;26,2;17;66,7;2,5
10/02/2022;0;924,4;14,8;27,6;16,5;68,8;2,3
11/02/2022;0;924,8;15,4;26,1;18,4;70;2,5
12/02/2022;0;924,8;16;28,6;19,2;69,8;2
13/02/2022;0;923,5;16,5;31,2;19,4;68,5;2
14/02/2022;0;922,6;16,1;32,7;19;64;1,3
15/02/2022;0;925,3;16,9;28,7;21,2;65,4;2
16/02/2022;0;926,4;16;29,3;18,9;67,6;2,1
17/02/2022;0;924,2;15,8;28,6;19,1;70;2,1
18/02/2022;2,2;921,9;15,3;27;18,2;70,7;1,5
19/02/2022;7,6;922,4;15,4;29,1;16,9;69,8;1,5
20/02/2022;0;925;16;30,6;19,7;65,3;2
21/02/2022;0;926,4;15,5;31,8;19,3;61,5;1,3
22/02/2022;12,4;926,3;17;32,8;20,3;66,2;1,2
23/02/2022;13;925;17,8;31,7;19,9;70,7;1,4
24/02/2022;0,6;926,4;16,5;31,8;19,3;65,3;1,6
25/02/2022;0;928;17,2;32,6;20,7;65,4;2,3
26/02/2022;0;927,9;15,6;32,2;19,1;63,6;2
27/02/2022;0;926,2;17,4;31,4;19,8;67,8;1,9
28/02/2022;0;924,4;16,2;32,9;20,6;58,9;2,1
01/03/2022;0;924,5;17,2;31,6;23,2;61,3;2
02/03/2022;7,2;925,3;16,6;31,7;20;64,8;1,7
03/03/2022;0;925,3;16,9;33,1;21,4;59,9;1,5
04/03/2022;0;926;17,9;31,8;21,5;71;1,6
05/03/2022;7,8;925;17,6;31,4;19,5;71,4;1,1
06/03/2022;17;924,7;17,7;32,4;19;68,5;1,6
07/03/2022;1,6;924,4;17,1;32,3;20;65,5;1
08/03/2022;0,2;925;17,7;32,3;21,7;63,3;1,4
09/03/2022;0;925,6;18;31,7;21,2;68,1;1,4
10/03/2022;1,8;924,5;17,1;32;20,5;65,3;2,2
11/03/2022;20,4;923,9;17,3;28,1;20,3;68,7;1,8
12/03/2022;19;924,5;17,9;29,4;19,6;72,9;1,8
13/03/2022;0,8;925,7;18,1;28,5;21;76,4;1
14/03/2022;15,6;923,8;19,3;27;20,1;85,2;1,2
15/03/2022;24,4;923,9;19,8;27,6;20,2;87,3;1
16/03/2022;52,8;924,7;19,5;30,1;19,9;83,2;1,5
17/03/2022;33,4;925,4;19;30,7;19,9;72,5;1,5
18/03/2022;0;926,2;18,6;31,7;22,4;64,7;1,1
19/03/2022;0,2;925,5;18,9;31,6;22,4;70,5;1,8
20/03/2022;4,8;928,6;16,8;22;18,4;86,3;2,3
21/03/2022;9,6;930,5;14,2;24,1;16,4;75,5;3,3
22/03/2022;0;929,8;13;26,9;15,7;66,6;3,1
23/03/2022;0;927,4;15,2;30,3;17,2;66,1;2
24/03/2022;0;924,8;16;30,2;18,1;63,3;2,4
25/03/2022;0;923,4;16,8;30,1;21,6;59,1;2,1
26/03/2022;0;922,9;17,8;29,6;22,4;63,7;2,3
27/03/2022;1;925,5;18,8;27,6;21,8;76,3;1,3
28/03/2022;14,4;927,7;17,4;28;19,8;73,8;1,5
29/03/2022;1,8;926,8;17,6;28,7;19,7;73,8;1,6
30/03/2022;0;923,7;17,1;30,4;19,5;65,5;2,1
31/03/2022;0;926,3;16,4;25,4;20,1;76,1;2,2
01/04/2022;3,4;930,2;15,5;20,8;16,7;85,5;1,9
02/04/2022;5,6;930,7;16,3;22,6;17,1;85;2
03/04/2022;0;929;17,1;28,5;18,3;76,3;2,5
04/04/2022;0;926,7;17,3;30,9;20;65,8;2,2
05/04/2022;4,8;927,3;18,1;25,9;19,9;80,4;1,5
06/04/2022;0,2;927,5;15,6;27,6;18;70,8;1,7
07/04/2022;0;926,8;15;27;17,4;70,1;2
08/04/2022;0;925,7;16,7;30,6;18,7;71,5;1,9
09/04/2022;35,8;925;18,2;29,5;19,1;75,9;1,7
10/04/2022;0;924,9;16,1;28,8;19,4;69,3;1,4
11/04/2022;0;924,5;15,7;28,9;18,2;68,3;1,9
12/04/2022;0;923,1;17,5;29,1;20,1;70,1;1,9
13/04/2022;1,8;922,9;17,5;26,6;21;70,2;1,9
14/04/2022;0;923,4;16,2;25,8;19,9;74,5;1,9
15/04/2022;1;926,3;10,7;22,5;14,6;67,9;2,8
16/04/2022;1,2;928,2;11;22,4;13,1;71,1;1,9
17/04/2022;1,2;929,3;11,9;22,4;14,4;73,3;1,9
18/04/2022;0;929,2;11,9;24,5;13,6;71,2;2,1
19/04/2022;0;928,6;13,1;26,7;15,2;69,9;2
20/04/2022;0;928,7;13,8;25,6;15,8;71,2;1,6
21/04/2022;0;926,3;12,6;27,2;15,4;64,9;1,4
22/04/2022;0,2;922,9;12,9;28;15,5;62,6;1,1
23/04/2022;0;921,5;11,1;28,2;19,5;46,3;3,4
24/04/2022;0;928,2;13,9;28;17;63;1,4
25/04/2022;0;929,2;15,5;29,1;18,9;68,1;2,3
26/04/2022;0;927,7;14,9;31,1;18,3;65,1;1,1
27/04/2022;0;926,7;14;30,5;18,1;56,5;1,3
28/04/2022;0;927,9;13,8;30,1;19;54,5;1,5
29/04/2022;0;929,8;16;25,4;19,2;72,5;1,8
30/04/2022;5,8;929,7;17;22,7;18,3;85,2;1,9
01/05/2022;0,4;926,3;15,1;28,3;17,5;66,4;1,8
02/05/2022;0;926,4;14,9;29,2;18,6;63,1;1,1
03/05/2022;2,2;924,6;15,2;29,2;18,8;64,8;1,7
04/05/2022;0,8;922,6;14,4;23,6;18,8;72,9;2,8
05/05/2022;5,2;927;10,7;18,8;12,6;73,6;2,9
06/05/2022;0,6;931,3;12,1;20,6;14,5;73,8;1,9
07/05/2022;0,2;932;11,8;18,1;14,8;76,8;2
08/05/2022;0;931,2;12,6;21,2;15,3;74,9;2,2
09/05/2022;0;930,8;13,2;23,6;15,6;73,5;2,1
10/05/2022;0;928,5;12,8;24,7;14,6;73,2;1,7
11/05/2022;0;925,4;13,8;24,7;15,2;72,8;1,9
12/05/2022;4,2;926,5;13,7;23,9;16,3;75,1;1,4
13/05/2022;0;928,6;13,3;25,2;16,2;72,5;1,9
14/05/2022;0;928,1;14,2;25,4;15,9;73,2;2
15/05/2022;6,8;924,2;15;23,8;16,7;76,7;2,3
16/05/2022;0;925;12,9;22,6;16,8;69,8;2,4
17/05/2022;0;924,6;5,8;18,1;13,7;56,6;3,3
18/05/2022;0;923,1;1,8;12,9;7;58,3;5,6
19/05/2022;0;925,3;5,1;13,2;8,1;69,5;3,5
20/05/2022;0;930;6,9;18,9;7,3;70;0,7
21/05/2022;0;932,3;8,6;20,4;10,6;71,8;1,3
22/05/2022;0;931,9;9,4;21,5;11,4;71,1;1,2
23/05/2022;0;930,5;9,4;24,4;10,5;65,4;1,1
24/05/2022;0;931,4;9,1;25;12,4;59,5;1,1
25/05/2022;0;932,9;8,4;25;12,8;54,9;1,1
26/05/2022;0;932,8;9,8;25,1;13,2;58,8;0,8
27/05/2022;0;930,4;9,3;25,6;13,6;55;1,4
28/05/2022;0;928;8,6;25,8;14,1;51,9;1
29/05/2022;0;925;8,5;26,9;16,2;45,5;2,5
30/05/2022;0,6;923,8;12,2;25,3;16,6;61,1;1,3
31/05/2022;31;926,8;14,7;18;16,2;87,9;1,6
01/06/2022;2,8;926,7;15,6;22,4;15,5;86,4;0,9
02/06/2022;0,4;926,1;15,2;22,5;16,4;85,2;1,1
03/06/2022;0;929,3;13,2;19,1;15,1;82;1,6
04/06/2022;0,4;931,5;12,3;20,9;14,3;78,9;2,2
05/06/2022;0;930,4;12;24,3;13,7;72,1;1,9
06/06/2022;0;927,2;12,3;24,5;12,7;71,9;1,5
07/06/2022;0;924,9;13;25,2;14,8;68,3;1,7
08/06/2022;6,6;925,6;15,4;18,1;16,4;90,1;0,8
09/06/2022;0,2;927,2;14,3;21,3;15,7;82;0,9
10/06/2022;21,8;926,2;14,9;21,1;16,9;81,1;2,1
11/06/2022;0,2;927,9;12;17,9;14,5;80,2;1,2
12/06/2022;0,4;928,1;5,8;18,4;11,1;62;1,4
13/06/2022;0;931,4;4,1;19,2;8,1;57,3;1,1
14/06/2022;0;931,8;8,7;18,6;10;75;2,3
15/06/2022;0;931;10,1;19,9;11,6;76,3;1,6
16/06/2022;0,2;929;9,1;25,8;10,6;65,1;0,5
17/06/2022;0;924,7;7,1;26;11,5;53,4;1,8
18/06/2022;0;927;11,4;22,7;16,6;70,4;2,8
19/06/2022;0,2;931,2;11,4;18,2;13,3;80,6;1,9
20/06/2022;0;930,1;12,4;22,7;14,2;76,4;1,4
21/06/2022;0,2;929;13,3;26,4;13,5;73,9;1,2
22/06/2022;0;927,6;10,9;26,8;15,2;53,6;1,7
23/06/2022;0;928,9;8,8;28;15,5;47,8;1,4
24/06/2022;0;929,6;9;27,9;14;49,5;0,5
25/06/2022;0;930,9;11,6;24,4;14,5;66,4;1,6
26/06/2022;0,2;931,5;11,9;18,5;13,9;80,3;1,8
27/06/2022;0,6;930,9;10,7;17,6;13,3;77,1;2,4
28/06/2022;0;928,7;10,9;24,5;11,3;71,7;1,7
29/06/2022;0;926,5;10,5;24,3;12,6;56;2,8
30/06/2022;0;928,3;10,8;23,9;13,1;66,5;1
01/07/2022;0;929,2;11,1;23,4;11,6;73,6;0,8
02/07/2022;0;929,9;10,3;27,1;12,8;61,1;1,7
03/07/2022;0;932,8;10,8;27,9;14,6;57,8;1
04/07/2022;0;931,8;9,4;27,2;13,9;52,1;1
05/07/2022;0;930,2;7,7;25,6;14,8;47,1;1,5
06/07/2022;0;929,5;8,2;24,9;13,6;50,6;1
07/07/2022;0;929,5;7,1;26,1;17,3;41,8;2
08/07/2022;0;932,6;9;26,2;14,3;53;1
09/07/2022;0;933,1;10,8;25;13,7;67,5;1,1
10/07/2022;0;930,5;10,6;25,2;13;64,6;1,7
11/07/2022;0;926,6;8,4;25,1;14,2;49,4;2
12/07/2022;0;926,3;8,7;25,5;18,5;45,4;2,9
13/07/2022;0;931,2;12,6;20,1;14,9;78,1;2,1
14/07/2022;0;929,8;12,8;26,1;15,2;68,4;2,4
15/07/2022;0;926,9;9,3;27,2;15,4;48,5;1,8
16/07/2022;0;925,5;9,9;28,1;16,9;47,7;2
17/07/2022;0;928,9;10,7;27,8;21,2;51;2,3
18/07/2022;0;933;13,7;23,4;15,6;75,7;2,5
19/07/2022;0;932,9;13,7;27,7;16,2;70,2;1,5
20/07/2022;0;932;13,1;23,5;16,4;71,3;2,2
21/07/2022;0;929,8;11,4;26,1;15,3;64,3;1,7
22/07/2022;0;929;8,5;27,3;13,9;51,7;0,6
23/07/2022;0;929;7,1;27,9;14,2;45,5;0,6
24/07/2022;0;930;8,1;26,8;14;48,5;0,8
25/07/2022;0;930,5;9,7;27,3;14,4;54,5;0,9
26/07/2022;0;931;11,1;25,4;14,3;62,7;1,4
27/07/2022;0;930;12,2;25,8;14,5;68;1,5
28/07/2022;0;925,4;10,4;26,5;14,7;57,2;1,6
29/07/2022;0;923,5;9,7;23;18,4;59,2;2,1
30/07/2022;9;927,8;8,1;18,2;10,9;70,1;1,4
31/07/2022;0,2;929,5;8,2;23,5;10,8;65,8;1,9
01/08/2022;0;928,3;10,1;27;11,2;69,6;1,5
02/08/2022;0;928,6;9;27,1;12,6;54,8;0,8
03/08/2022;0;928,7;9,4;26;13,2;57,6;1,3
04/08/2022;0;925,5;10,4;28,8;13,7;59,9;1,6
05/08/2022;0;924,9;9,5;27,7;16,7;50,9;1,9
06/08/2022;0,6;928,2;11,3;18,6;13,7;76,3;2,4
07/08/2022;0,6;926,7;13,7;19,6;14,8;82,6;1,7
08/08/2022;16,2;927,8;14,2;20,5;15;82,5;1,7
09/08/2022;0,2;928,5;14,2;19,2;14,9;84,8;1,1
10/08/2022;13,4;923,8;9,4;17,4;13,6;70,4;4,3
11/08/2022;2,4;930,1;8,7;17;9,5;78,1;3,1
12/08/2022;0,8;932,9;9,9;20,5;11,7;73,7;2,5
13/08/2022;0,2;932,3;9,2;26;11,9;66,3;2,3
14/08/2022;0;930,2;9,8;27,4;12,7;59,9;1,3
15/08/2022;0;926,4;7,9;28,3;14;46,2;1,9
16/08/2022;0;924,7;7,7;29,5;15,7;42,4;2,1
17/08/2022;0;925,9;11,8;24,1;15,7;64,1;1,9
18/08/2022;0,4;923,3;10;29,6;16,7;50,3;2,8
19/08/2022;1,8;934,4;7,6;20,9;9,5;76,5;3,3
20/08/2022;0,2;937,1;6,9;14,2;8,8;75,2;2,9
21/08/2022;0;935,1;8,1;19,8;10,7;68,5;2,8
22/08/2022;0;933,4;8,9;20,7;12,4;69,2;2,6
23/08/2022;0;933;10,1;23,2;12,6;69,3;2,3
24/08/2022;0;932,4;11,6;24,6;14,3;69,4;2,1
25/08/2022;0;931,3;12,5;26;15,4;69;1,8
26/08/2022;0;930,2;11,5;28,3;16;60,2;1
27/08/2022;0;928,1;9,1;29,1;15,3;49,1;1,1
28/08/2022;0;929,2;10,2;29,6;16,2;57,7;1,6
29/08/2022;0,4;935;9,2;16,5;12,4;77,8;3,6
30/08/2022;0;935,4;7,5;17,7;9,7;71,9;3,1
31/08/2022;0;933,1;7,3;22,4;10,6;65,2;2,7
01/09/2022;0;929,5;6,6;26,9;10,3;56,3;1,6
02/09/2022;0;927,6;5,7;30,2;12,5;43,3;1,3
03/09/2022;0;929;11;23,7;15,5;66,6;2,2
04/09/2022;13,8;933;8,8;15,1;10;81;2,6
05/09/2022;0;933,7;9,5;19,3;11,3;73,7;2,5
06/09/2022;0;933,8;11,7;23,9;13,7;76,7;2,3
07/09/2022;7;930,1;13,1;18,8;14,2;84,9;1,3
08/09/2022;1,4;926;10,5;30;13,6;56,9;1,4
09/09/2022;0;926,2;9,5;33,2;18,3;40,8;1,5
10/09/2022;0;926,7;10;31,8;20;46,4;2,2
11/09/2022;3,2;929,8;10;16,9;12;77,8;2,5
12/09/2022;0;927,4;11,9;18,4;12,6;82,3;2,6
13/09/2022;2,2;924,3;14,4;25,8;15;76,4;1,8
14/09/2022;3,2;927;14,8;20,9;16,1;86,1;1,3
15/09/2022;6;929,4;12,7;16,1;13,5;87,6;1,6
16/09/2022;0,2;930,8;11,3;16,9;13,3;82,9;2,2
17/09/2022;0,4;931,6;8,3;18,6;11,5;70,9;2,7
18/09/2022;0,2;929,4;7,8;23;9,7;66;2,8
19/09/2022;0;926;10,4;27,6;12,1;67;2,4
20/09/2022;7,4;923,3;13,7;27,7;14;71,3;2,1
21/09/2022;0;923,7;12,8;24,2;15,6;73,3;1,8
22/09/2022;9;921,5;15,7;24,1;15,2;82,2;1,9
23/09/2022;0;924,7;8,1;23,6;15,3;59,1;2,8
24/09/2022;0;929,4;6,2;21,6;9,8;58,8;2,4
25/09/2022;0;928,8;9,9;23,5;12;70,6;2,8
26/09/2022;5,6;928,7;14;16,9;14,3;90,2;1,4
27/09/2022;22,4;927,4;14,8;25,3;14,8;84,9;1
28/09/2022;41,8;929,3;14,1;17,2;14,9;93,5;1,7
29/09/2022;22,2;930,7;11,8;16,5;12,3;87,7;2,4
30/09/2022;0;930,4;12,4;19,6;13,4;84;2,3
01/10/2022;12,6;928,3;14,9;24;15,3;82,7;1,2
02/10/2022;1;928,4;13,6;23,8;15,5;76,5;1,5
03/10/2022;0;926,7;12,8;24,5;14,7;75,5;2,1
04/10/2022;0,6;924,9;14,1;22,1;15,1;81,2;1,6
05/10/2022;0;926;13,6;28,3;15,2;74,1;1,7
06/10/2022;0;923,3;13,7;31,9;16,4;60,5;2,2
07/10/2022;8,6;921,4;14,6;26,4;18,6;67,1;3,8
08/10/2022;2;923,9;10,1;27,6;16,4;53,8;1,4
09/10/2022;0;925,9;15,3;29,1;16,4;75;1,3
10/10/2022;27,4;930,5;16,4;20,1;17,1;87,7;1,2
11/10/2022;1,6;928,9;17,6;26,3;17,5;80,3;1,6
12/10/2022;0;928;16;27,8;16,6;74,5;1,7
13/10/2022;0,4;928;14,3;32;18,4;64,5;2,1
14/10/2022;0;930,7;14,8;26,2;17,2;74,5;2,1
15/10/2022;1,2;932,6;15,8;24,2;17,1;79,6;2,3
16/10/2022;0;928,1;14,5;28,7;17,2;70;2,1
17/10/2022;0,2;926,5;15,2;27,7;17,4;71;1,6
18/10/2022;0;929,4;14,9;20,3;17,5;80,1;1,9
19/10/2022;6,8;928;15,2;26,5;17;76,5;1,4
20/10/2022;0;924,1;15,6;29;16,8;68,9;1,5
21/10/2022;6,4;921,4;15,2;24,3;17,9;67,7;2,4
22/10/2022;0,2;924,1;15,2;27,9;20,1;69,4;2,4
23/10/2022;0;927,6;13;27,5;16;65,7;2,2
24/10/2022;0;927;14,4;26,6;16,4;73;2,3
25/10/2022;0;927,1;12,7;26,1;16,2;65,5;2,3
26/10/2022;0;924,9;12,8;31,7;14,6;62,6;2,3
27/10/2022;0;923,1;13,3;34;18,1;55,6;2,5
28/10/2022;3,2;924,3;15,1;30,4;19,9;59;1,9
29/10/2022;0;923,1;15;32,6;18,6;59,1;2,1
30/10/2022;15;920,6;16,1;29,4;18,5;63,2;2,5
31/10/2022;30;921,1;17,3;25,7;18,9;76,8;1,5
01/11/2022;10,8;928,4;13,7;20,2;16,5;80,3;3,5
02/11/2022;1,8;932,5;10,7;15,4;13,1;83,1;2,7
03/11/2022;5;932,3;9,4;18;11,6;77,8;2,6
04/11/2022;0,8;930,2;8,3;19,2;9,9;68;2,2
05/11/2022;0;929,4;8,6;22,7;11,6;63;2,7
06/11/2022;0;929,6;9,7;21,7;12,4;67,5;2,4
07/11/2022;0;928,7;10,3;21,6;13,4;70,1;2,1
08/11/2022;0,2;927,6;9,1;25,2;11,4;62,9;1,7
09/11/2022;0;925,9;11,8;28,7;14,5;65,3;2,1
10/11/2022;0;926,1;14,2;29,1;16,2;71,3;1,9
11/11/2022;0;925,3;15,9;29;17,2;78;2,3
12/11/2022;30,6;924,3;15,7;27,2;17,3;73,8;1,9
13/11/2022;0;923,2;14,8;32,7;18,5;64,7;1,9
14/11/2022;11;922,1;16,5;29,4;19,5;67;2,1
15/11/2022;1,4;924,7;14;29,4;21,4;54,8;1,8
16/11/2022;0;927,3;10,5;25,7;18,2;52;2,5
17/11/2022;0;928;8,4;26,5;14,7;50;2,6
18/11/2022;0;927,4;11,4;26;15,8;61,2;2,8
19/11/2022;0;927,2;11,8;28,1;15,7;62,8;2,8
20/11/2022;0;926,5;14,5;29,3;17,5;72;1,9
21/11/2022;21,8;925,2;14,2;30,5;16,5;65,7;1,5
22/11/2022;0;924,6;14,9;30,1;18,3;66,1;1,9
23/11/2022;12;923,3;16,3;28,7;18,8;72;1,7
24/11/2022;29,6;923,2;14,6;26,9;16,7;70,5;2,1
25/11/2022;13,4;925,5;13,2;21,6;14,9;76;2,4
26/11/2022;0;924,7;12,3;25,3;15,2;65,2;1,5
27/11/2022;0;923,8;14,7;28,6;16,5;71,3;2,4
28/11/2022;1;920,6;15,8;27,8;17,7;80,7;1,4
29/11/2022;24;917,7;16,3;26,9;16,5;79,9;1,5
30/11/2022;15;917,5;16,5;27,3;17,8;80;1,4
01/12/2022;6,8;920,1;15,9;28,8;17,4;70,6;1,9
02/12/2022;0;923,1;17,3;31,6;19,2;71,1;1,6
03/12/2022;2,4;923,9;18,2;29,9;20,5;76,4;1,4
04/12/2022;8,6;922,7;18,1;27,8;19,8;78;1,4
05/12/2022;4;923,7;18,6;24,2;20,4;83,1;1
06/12/2022;13,4;924,9;18,6;24;20,2;83,7;1,8
07/12/2022;36,8;924,1;18,3;28,8;18,9;80,7;1,6
08/12/2022;0,2;921,9;12,7;31,4;17,2;56,9;1,4
09/12/2022;0;921,4;12,9;33,5;18,4;48,8;1,6
10/12/2022;0;922,7;14,5;33,3;19;54,1;1,6
11/12/2022;0;922,3;16,5;31,3;21,1;59;1,8
12/12/2022;2,8;919,9;18,3;29,2;22;73,5;2,5
13/12/2022;25,8;919,1;17,1;23,3;17;83;2,7
14/12/2022;8,6;923,9;12,4;24,9;15,4;68,1;2,6
15/12/2022;0;923,7;13,2;28,1;16;64,9;2,2
16/12/2022;0;920,5;14,8;29;17,2;68,3;2,1
17/12/2022;0;921,5;13,9;27,2;16,5;66,1;2
18/12/2022;0;924,5;14,8;26,7;18,2;69,1;3
19/12/2022;0;925,3;14,9;22,6;18,3;75,2;2,4
20/12/2022;4;922,8;16,1;22;17,2;84,5;2,2
21/12/2022;2,4;923,7;15,2;23;16,3;82,2;2,5
22/12/2022;1,4;925,3;14,4;22,2;15,6;80,5;2,4
23/12/2022;0;925,7;13,1;26,9;15;68,5;2,7
24/12/2022;0;925,7;14,9;29,8;17,5;68,9;2,5
25/12/2022;0;925,5;16,5;30,4;18,4;72,9;2,1
26/12/2022;2,2;924,4;16,8;29,2;20,2;71,3;1,5
27/12/2022;0,6;924,4;17,6;27,2;20;71,8;1,3
28/12/2022;31,6;923,3;17,4;25,8;19,2;76,5;2,4
29/12/2022;2,4;924,7;17,3;27,5;19,3;73,9;2,4
30/12/2022;12,2;926,6;17,8;27;19,2;79,8;1,6
31/12/2022;0;926,7;17,4;28,1;18,4;78;1,4
01/01/2023;9,2;926,1;17,4;28,6;18,1;73,8;1,2
02/01/2023;1;923,6;16,5;30,4;18,9;67;1,8
03/01/2023;0;921,6;17,1;27,1;20,7;69,3;1,9
04/01/2023;8,8;921,3;17,5;25,2;20,1;80;2,4
05/01/2023;46,2;924,1;15,9;18,5;16,6;91,8;1,7
06/01/2023;11;927,6;13,4;19,4;15,2;81;1,9
07/01/2023;5,2;929,2;14,3;19,5;15,2;85,3;2
08/01/2023;0,2;928,1;15,1;23,6;16,3;78,7;2,1
09/01/2023;0,8;926,6;16,1;22,2;17,3;82,2;1,6
10/01/2023;0;925,7;17,2;25,2;18,6;80,6;1,6
11/01/2023;6,6;925;17,8;26,1;19;79,8;1,6
12/01/2023;4,4;923,1;16,8;28,2;19;69,8;1,9
13/01/2023;14,6;922,5;18,1;28,5;19,5;72,5;2,3
14/01/2023;33,8;924,1;17,8;28,9;18,8;72,1;2,2
15/01/2023;0;925,6;18,5;32,4;21;69,4;1,6
16/01/2023;4;925,3;18,8;33,2;21,2;72;1,5
17/01/2023;1;926,3;18,7;31,9;20,3;69,5;1,6
18/01/2023;1;927,6;18;31,2;20,4;73;1,7
19/01/2023;1,2;926,8;17,4;31,2;19,3;71,7;1,7
20/01/2023;0,4;924,4;17,2;25;19,9;78,1;1,2
21/01/2023;7;921,3;17;29;18,4;73,7;1,7
22/01/2023;0;920,8;16,9;30,4;20,5;64,8;2,5
23/01/2023;0;921,8;17,5;29,1;21,9;68,6;1,4
24/01/2023;6,8;921,6;17,8;30,6;20,6;74,8;1,6
25/01/2023;14,8;923,3;17;30,7;19;69;1,9
26/01/2023;0;924,1;12,4;30,8;18,4;53;2,8
27/01/2023;0;925;14,8;30,7;18;62,6;2,1
28/01/2023;0;925,7;17,4;30,8;19,7;72,5;1,7
29/01/2023;30,2;924,6;18,5;30,1;19,1;76,3;1,8
30/01/2023;1,6;923,3;17,3;28,4;20,1;71,8;2,2
31/01/2023;2,6;923,9;17,4;29,1;20,3;70;2,2
01/02/2023;48,2;925,2;18,1;28,7;19,6;75,4;1,6
02/02/2023;13,6;925;17,8;31;19,8;68,8;2,1
03/02/2023;0,6;924,4;17,4;28,3;20,5;69,2;3
